sequence_id,prediction,confidence
sco_215at7157_Anopheles_albimanus,sco215at7157,1.0
sco_21602at7157_Anopheles_albimanus,sco21602at7157,1.0
sco_21608at7157_Anopheles_albimanus,sco21608at7157,1.0
sco_21613at7157_Anopheles_albimanus,sco21613at7157,1.0
sco_21630at7157_Anopheles_albimanus,sco21630at7157,1.0
sco_21640at7157_Anopheles_albimanus,sco21640at7157,1.0
sco_21641at7157_Anopheles_albimanus,sco21641at7157,1.0
sco_21645at7157_Anopheles_albimanus,sco21645at7157,1.0
sco_21646at7157_Anopheles_albimanus,sco21646at7157,1.0
sco_21663at7157_Anopheles_albimanus,sco21663at7157,1.0
sco_21665at7157_Anopheles_albimanus,sco21665at7157,1.0
sco_21675at7157_Anopheles_albimanus,sco21675at7157,1.0
sco_21678at7157_Anopheles_albimanus,sco21678at7157,1.0
sco_21683at7157_Anopheles_albimanus,sco21683at7157,1.0
sco_21689at7157_Anopheles_albimanus,sco21689at7157,1.0
sco_21699at7157_Anopheles_albimanus,sco21699at7157,1.0
sco_21702at7157_Anopheles_albimanus,sco21702at7157,1.0
sco_21706at7157_Anopheles_albimanus,sco21706at7157,1.0
sco_21718at7157_Anopheles_albimanus,sco21718at7157,1.0
sco_21723at7157_Anopheles_albimanus,sco21723at7157,1.0
sco_21725at7157_Anopheles_albimanus,sco21725at7157,0.7329235
sco_21728at7157_Anopheles_albimanus,sco21728at7157,1.0
sco_21732at7157_Anopheles_albimanus,sco21732at7157,1.0
sco_21748at7157_Anopheles_albimanus,sco21748at7157,1.0
sco_21757at7157_Anopheles_albimanus,sco21757at7157,1.0
sco_21769at7157_Anopheles_albimanus,sco21769at7157,0.9993924
sco_21802at7157_Anopheles_albimanus,sco21802at7157,1.0
sco_21803at7157_Anopheles_albimanus,sco21803at7157,1.0
sco_21806at7157_Anopheles_albimanus,sco21806at7157,1.0
sco_21810at7157_Anopheles_albimanus,sco21810at7157,1.0
sco_21816at7157_Anopheles_albimanus,sco21816at7157,1.0
sco_21822at7157_Anopheles_albimanus,sco21822at7157,1.0
sco_2182at7157_Anopheles_albimanus,sco2182at7157,1.0
sco_21830at7157_Anopheles_albimanus,sco21830at7157,1.0
sco_21842at7157_Anopheles_albimanus,sco21842at7157,1.0
sco_21846at7157_Anopheles_albimanus,sco21846at7157,1.0
sco_21852at7157_Anopheles_albimanus,sco21852at7157,1.0
sco_21856at7157_Anopheles_albimanus,sco21856at7157,1.0
sco_2185at7157_Anopheles_albimanus,sco2185at7157,1.0
sco_21869at7157_Anopheles_albimanus,sco21869at7157,1.0
sco_2187at7157_Anopheles_albimanus,sco2187at7157,1.0
sco_21893at7157_Anopheles_albimanus,sco21893at7157,1.0
sco_21897at7157_Anopheles_albimanus,sco21897at7157,1.0
sco_21898at7157_Anopheles_albimanus,sco21898at7157,1.0
sco_218at7157_Anopheles_albimanus,sco218at7157,1.0
sco_21900at7157_Anopheles_albimanus,sco21900at7157,1.0
sco_21904at7157_Anopheles_albimanus,sco21904at7157,1.0
sco_21905at7157_Anopheles_albimanus,sco21905at7157,1.0
sco_21914at7157_Anopheles_albimanus,sco21914at7157,1.0
sco_21921at7157_Anopheles_albimanus,sco21921at7157,1.0
sco_21923at7157_Anopheles_albimanus,sco21923at7157,1.0
sco_21924at7157_Anopheles_albimanus,sco21924at7157,1.0
sco_21927at7157_Anopheles_albimanus,sco21927at7157,1.0
sco_21939at7157_Anopheles_albimanus,sco21939at7157,1.0
sco_21946at7157_Anopheles_albimanus,sco21946at7157,1.0
sco_21962at7157_Anopheles_albimanus,sco21962at7157,1.0
sco_21970at7157_Anopheles_albimanus,sco21970at7157,1.0
sco_21986at7157_Anopheles_albimanus,sco21986at7157,1.0
sco_21991at7157_Anopheles_albimanus,sco21991at7157,1.0
sco_21992at7157_Anopheles_albimanus,sco21992at7157,1.0
sco_21995at7157_Anopheles_albimanus,sco21995at7157,1.0
sco_21997at7157_Anopheles_albimanus,sco21997at7157,1.0
sco_21999at7157_Anopheles_albimanus,sco21999at7157,1.0
sco_22000at7157_Anopheles_albimanus,sco22000at7157,1.0
sco_22012at7157_Anopheles_albimanus,sco22012at7157,1.0
sco_22017at7157_Anopheles_albimanus,sco28022at7157,0.9999958
sco_22030at7157_Anopheles_albimanus,sco22030at7157,1.0
sco_22036at7157_Anopheles_albimanus,sco22036at7157,1.0
sco_22043at7157_Anopheles_albimanus,sco22043at7157,1.0
sco_22044at7157_Anopheles_albimanus,sco22044at7157,1.0
sco_22067at7157_Anopheles_albimanus,sco22067at7157,1.0
sco_22069at7157_Anopheles_albimanus,sco22069at7157,1.0
sco_22071at7157_Anopheles_albimanus,sco22071at7157,1.0
sco_22075at7157_Anopheles_albimanus,sco22075at7157,1.0
sco_22080at7157_Anopheles_albimanus,sco22080at7157,1.0
sco_22091at7157_Anopheles_albimanus,sco22091at7157,1.0
sco_22094at7157_Anopheles_albimanus,sco22094at7157,1.0
sco_22095at7157_Anopheles_albimanus,sco22095at7157,1.0
sco_22100at7157_Anopheles_albimanus,sco22100at7157,1.0
sco_22114at7157_Anopheles_albimanus,sco22114at7157,1.0
sco_22116at7157_Anopheles_albimanus,sco22116at7157,1.0
sco_22120at7157_Anopheles_albimanus,sco22120at7157,1.0
sco_22137at7157_Anopheles_albimanus,sco22137at7157,1.0
sco_22141at7157_Anopheles_albimanus,sco22141at7157,1.0
sco_22142at7157_Anopheles_albimanus,sco22142at7157,1.0
sco_22144at7157_Anopheles_albimanus,sco22144at7157,1.0
sco_22145at7157_Anopheles_albimanus,sco22145at7157,1.0
sco_22146at7157_Anopheles_albimanus,sco22146at7157,1.0
sco_22159at7157_Anopheles_albimanus,sco22159at7157,1.0
sco_22162at7157_Anopheles_albimanus,sco22162at7157,1.0
sco_22184at7157_Anopheles_albimanus,sco22184at7157,1.0
sco_22188at7157_Anopheles_albimanus,sco22188at7157,1.0
sco_22191at7157_Anopheles_albimanus,sco22191at7157,1.0
sco_22203at7157_Anopheles_albimanus,sco22203at7157,1.0
sco_22205at7157_Anopheles_albimanus,sco22205at7157,1.0
sco_22214at7157_Anopheles_albimanus,sco22214at7157,1.0
sco_22220at7157_Anopheles_albimanus,sco22220at7157,1.0
sco_2222at7157_Anopheles_albimanus,sco2222at7157,1.0
sco_22237at7157_Anopheles_albimanus,sco22237at7157,1.0
sco_22257at7157_Anopheles_albimanus,sco22257at7157,1.0
sco_22260at7157_Anopheles_albimanus,sco22260at7157,1.0
sco_22265at7157_Anopheles_albimanus,sco22265at7157,1.0
sco_22271at7157_Anopheles_albimanus,sco22271at7157,1.0
sco_22280at7157_Anopheles_albimanus,sco22280at7157,1.0
sco_22287at7157_Anopheles_albimanus,sco22287at7157,1.0
sco_22289at7157_Anopheles_albimanus,sco22289at7157,1.0
sco_22293at7157_Anopheles_albimanus,sco22293at7157,1.0
sco_22296at7157_Anopheles_albimanus,sco22296at7157,1.0
sco_22297at7157_Anopheles_albimanus,sco22297at7157,1.0
sco_22303at7157_Anopheles_albimanus,sco22303at7157,1.0
sco_22305at7157_Anopheles_albimanus,sco22305at7157,1.0
sco_22313at7157_Anopheles_albimanus,sco22313at7157,1.0
sco_22316at7157_Anopheles_albimanus,sco22316at7157,1.0
sco_22318at7157_Anopheles_albimanus,sco22318at7157,1.0
sco_22321at7157_Anopheles_albimanus,sco22321at7157,1.0
sco_22334at7157_Anopheles_albimanus,sco22334at7157,1.0
sco_22336at7157_Anopheles_albimanus,sco22336at7157,1.0
sco_22357at7157_Anopheles_albimanus,sco22357at7157,1.0
sco_22362at7157_Anopheles_albimanus,sco22362at7157,1.0
sco_22368at7157_Anopheles_albimanus,sco22368at7157,1.0
sco_22374at7157_Anopheles_albimanus,sco22374at7157,1.0
sco_22381at7157_Anopheles_albimanus,sco22381at7157,1.0
sco_22388at7157_Anopheles_albimanus,sco22388at7157,1.0
sco_22391at7157_Anopheles_albimanus,sco22391at7157,1.0
sco_22420at7157_Anopheles_albimanus,sco22420at7157,1.0
sco_22425at7157_Anopheles_albimanus,sco22425at7157,1.0
sco_22426at7157_Anopheles_albimanus,sco22426at7157,1.0
sco_22428at7157_Anopheles_albimanus,sco22428at7157,1.0
sco_22458at7157_Anopheles_albimanus,sco22458at7157,1.0
sco_22462at7157_Anopheles_albimanus,sco22462at7157,1.0
sco_22471at7157_Anopheles_albimanus,sco22471at7157,1.0
sco_22479at7157_Anopheles_albimanus,sco22479at7157,1.0
sco_22494at7157_Anopheles_albimanus,sco22494at7157,1.0
sco_22496at7157_Anopheles_albimanus,sco22496at7157,1.0
sco_224at7157_Anopheles_albimanus,sco224at7157,1.0
sco_22507at7157_Anopheles_albimanus,sco22507at7157,1.0
sco_22510at7157_Anopheles_albimanus,sco22510at7157,0.99408674
sco_22512at7157_Anopheles_albimanus,sco22512at7157,1.0
sco_22519at7157_Anopheles_albimanus,sco22519at7157,1.0
sco_22532at7157_Anopheles_albimanus,sco22532at7157,1.0
sco_2253at7157_Anopheles_albimanus,sco2253at7157,1.0
sco_22540at7157_Anopheles_albimanus,sco22540at7157,1.0
sco_22553at7157_Anopheles_albimanus,sco22553at7157,1.0
sco_22556at7157_Anopheles_albimanus,sco22556at7157,1.0
sco_22573at7157_Anopheles_albimanus,sco22573at7157,1.0
sco_22578at7157_Anopheles_albimanus,sco22578at7157,1.0
sco_22583at7157_Anopheles_albimanus,sco22583at7157,1.0
sco_22584at7157_Anopheles_albimanus,sco22584at7157,1.0
sco_22591at7157_Anopheles_albimanus,sco22591at7157,1.0
sco_22597at7157_Anopheles_albimanus,sco22597at7157,1.0
sco_22601at7157_Anopheles_albimanus,sco43652at7157,1.0
sco_22602at7157_Anopheles_albimanus,sco22602at7157,1.0
sco_22605at7157_Anopheles_albimanus,sco22605at7157,1.0
sco_22622at7157_Anopheles_albimanus,sco22622at7157,1.0
sco_22625at7157_Anopheles_albimanus,sco22625at7157,1.0
sco_2262at7157_Anopheles_albimanus,sco2262at7157,1.0
sco_22636at7157_Anopheles_albimanus,sco22636at7157,1.0
sco_22662at7157_Anopheles_albimanus,sco22662at7157,1.0
sco_226at7157_Anopheles_albimanus,sco226at7157,1.0
sco_22712at7157_Anopheles_albimanus,sco22712at7157,1.0
sco_2271at7157_Anopheles_albimanus,sco2271at7157,1.0
sco_22726at7157_Anopheles_albimanus,sco22726at7157,1.0
sco_22733at7157_Anopheles_albimanus,sco22733at7157,1.0
sco_22747at7157_Anopheles_albimanus,sco22747at7157,1.0
sco_22754at7157_Anopheles_albimanus,sco22754at7157,1.0
sco_22757at7157_Anopheles_albimanus,sco22757at7157,1.0
sco_2275at7157_Anopheles_albimanus,sco2275at7157,1.0
sco_22763at7157_Anopheles_albimanus,sco22763at7157,1.0
sco_22771at7157_Anopheles_albimanus,sco22771at7157,1.0
sco_22772at7157_Anopheles_albimanus,sco22772at7157,1.0
sco_22775at7157_Anopheles_albimanus,sco22775at7157,1.0
sco_22785at7157_Anopheles_albimanus,sco22785at7157,1.0
sco_22786at7157_Anopheles_albimanus,sco22786at7157,1.0
sco_22788at7157_Anopheles_albimanus,sco22788at7157,1.0
sco_22789at7157_Anopheles_albimanus,sco22789at7157,1.0
sco_22791at7157_Anopheles_albimanus,sco22791at7157,1.0
sco_22803at7157_Anopheles_albimanus,sco22803at7157,1.0
sco_22810at7157_Anopheles_albimanus,sco22810at7157,1.0
sco_22819at7157_Anopheles_albimanus,sco22819at7157,1.0
sco_22820at7157_Anopheles_albimanus,sco22820at7157,1.0
sco_22824at7157_Anopheles_albimanus,sco22824at7157,1.0
sco_22828at7157_Anopheles_albimanus,sco22828at7157,1.0
sco_22833at7157_Anopheles_albimanus,sco22833at7157,1.0
sco_22862at7157_Anopheles_albimanus,sco22862at7157,1.0
sco_22876at7157_Anopheles_albimanus,sco22876at7157,1.0
sco_22880at7157_Anopheles_albimanus,sco22880at7157,1.0
sco_22883at7157_Anopheles_albimanus,sco22883at7157,1.0
sco_22887at7157_Anopheles_albimanus,sco22887at7157,1.0
sco_22895at7157_Anopheles_albimanus,sco22895at7157,1.0
sco_22896at7157_Anopheles_albimanus,sco22896at7157,1.0
sco_228at7157_Anopheles_albimanus,sco228at7157,1.0
sco_22905at7157_Anopheles_albimanus,sco22905at7157,1.0
sco_22908at7157_Anopheles_albimanus,sco22908at7157,1.0
sco_22915at7157_Anopheles_albimanus,sco22915at7157,1.0
sco_22925at7157_Anopheles_albimanus,sco22925at7157,1.0
sco_22935at7157_Anopheles_albimanus,sco22935at7157,1.0
sco_22949at7157_Anopheles_albimanus,sco22949at7157,1.0
sco_22953at7157_Anopheles_albimanus,sco22953at7157,1.0
sco_22969at7157_Anopheles_albimanus,sco22969at7157,1.0
sco_22971at7157_Anopheles_albimanus,sco22971at7157,1.0
sco_22976at7157_Anopheles_albimanus,sco22976at7157,1.0
sco_22977at7157_Anopheles_albimanus,sco22977at7157,1.0
sco_22978at7157_Anopheles_albimanus,sco22978at7157,1.0
sco_22984at7157_Anopheles_albimanus,sco22984at7157,1.0
sco_22989at7157_Anopheles_albimanus,sco22989at7157,1.0
sco_22992at7157_Anopheles_albimanus,sco22992at7157,1.0
sco_23004at7157_Anopheles_albimanus,sco23004at7157,1.0
sco_23008at7157_Anopheles_albimanus,sco23008at7157,1.0
sco_23015at7157_Anopheles_albimanus,sco23015at7157,1.0
sco_23022at7157_Anopheles_albimanus,sco23022at7157,1.0
sco_23035at7157_Anopheles_albimanus,sco23035at7157,1.0
sco_23039at7157_Anopheles_albimanus,sco23039at7157,1.0
sco_23044at7157_Anopheles_albimanus,sco23044at7157,1.0
sco_23048at7157_Anopheles_albimanus,sco23048at7157,1.0
sco_23052at7157_Anopheles_albimanus,sco23052at7157,1.0
sco_23059at7157_Anopheles_albimanus,sco23059at7157,1.0
sco_23064at7157_Anopheles_albimanus,sco23064at7157,1.0
sco_23069at7157_Anopheles_albimanus,sco23069at7157,1.0
sco_23070at7157_Anopheles_albimanus,sco23070at7157,1.0
sco_2307at7157_Anopheles_albimanus,sco2307at7157,1.0
sco_23082at7157_Anopheles_albimanus,sco23082at7157,1.0
sco_2308at7157_Anopheles_albimanus,sco2308at7157,1.0
sco_23116at7157_Anopheles_albimanus,sco23116at7157,1.0
sco_23122at7157_Anopheles_albimanus,sco23122at7157,1.0
sco_23129at7157_Anopheles_albimanus,sco23129at7157,1.0
sco_23131at7157_Anopheles_albimanus,sco23131at7157,1.0
sco_23139at7157_Anopheles_albimanus,sco23139at7157,1.0
sco_23148at7157_Anopheles_albimanus,sco23148at7157,1.0
sco_23156at7157_Anopheles_albimanus,sco23156at7157,1.0
sco_2315at7157_Anopheles_albimanus,sco2315at7157,1.0
sco_23163at7157_Anopheles_albimanus,sco23163at7157,1.0
sco_23169at7157_Anopheles_albimanus,sco23169at7157,1.0
sco_23189at7157_Anopheles_albimanus,sco23189at7157,1.0
sco_2318at7157_Anopheles_albimanus,sco2318at7157,1.0
sco_23200at7157_Anopheles_albimanus,sco23200at7157,1.0
sco_23206at7157_Anopheles_albimanus,sco23206at7157,1.0
sco_23207at7157_Anopheles_albimanus,sco23207at7157,1.0
sco_23209at7157_Anopheles_albimanus,sco23209at7157,1.0
sco_2320at7157_Anopheles_albimanus,sco2320at7157,1.0
sco_23210at7157_Anopheles_albimanus,sco23210at7157,1.0
sco_23213at7157_Anopheles_albimanus,sco23213at7157,1.0
sco_2321at7157_Anopheles_albimanus,sco2321at7157,1.0
sco_23221at7157_Anopheles_albimanus,sco23221at7157,1.0
sco_23232at7157_Anopheles_albimanus,sco23232at7157,1.0
sco_2323at7157_Anopheles_albimanus,sco2323at7157,1.0
sco_23244at7157_Anopheles_albimanus,sco23244at7157,1.0
sco_23245at7157_Anopheles_albimanus,sco23245at7157,1.0
sco_23247at7157_Anopheles_albimanus,sco23247at7157,1.0
sco_23251at7157_Anopheles_albimanus,sco23251at7157,1.0
sco_23253at7157_Anopheles_albimanus,sco23253at7157,1.0
sco_23257at7157_Anopheles_albimanus,sco23257at7157,1.0
sco_23260at7157_Anopheles_albimanus,sco23260at7157,1.0
sco_23274at7157_Anopheles_albimanus,sco23274at7157,1.0
sco_23283at7157_Anopheles_albimanus,sco23283at7157,1.0
sco_23286at7157_Anopheles_albimanus,sco23286at7157,1.0
sco_23288at7157_Anopheles_albimanus,sco23288at7157,1.0
sco_2330at7157_Anopheles_albimanus,sco2330at7157,1.0
sco_23316at7157_Anopheles_albimanus,sco23316at7157,1.0
sco_23339at7157_Anopheles_albimanus,sco23339at7157,1.0
sco_23340at7157_Anopheles_albimanus,sco23340at7157,1.0
sco_23342at7157_Anopheles_albimanus,sco23342at7157,1.0
sco_23343at7157_Anopheles_albimanus,sco23343at7157,1.0
sco_23344at7157_Anopheles_albimanus,sco23344at7157,1.0
sco_23348at7157_Anopheles_albimanus,sco23348at7157,1.0
sco_23359at7157_Anopheles_albimanus,sco23359at7157,1.0
sco_23367at7157_Anopheles_albimanus,sco23367at7157,1.0
sco_23373at7157_Anopheles_albimanus,sco23373at7157,1.0
sco_23392at7157_Anopheles_albimanus,sco23392at7157,1.0
sco_23405at7157_Anopheles_albimanus,sco23405at7157,1.0
sco_23415at7157_Anopheles_albimanus,sco23415at7157,1.0
sco_23423at7157_Anopheles_albimanus,sco23423at7157,1.0
sco_23427at7157_Anopheles_albimanus,sco23427at7157,1.0
sco_23431at7157_Anopheles_albimanus,sco23431at7157,1.0
sco_23442at7157_Anopheles_albimanus,sco23442at7157,1.0
sco_23456at7157_Anopheles_albimanus,sco23456at7157,1.0
sco_23464at7157_Anopheles_albimanus,sco23464at7157,1.0
sco_23474at7157_Anopheles_albimanus,sco23474at7157,1.0
sco_23481at7157_Anopheles_albimanus,sco23481at7157,1.0
sco_23493at7157_Anopheles_albimanus,sco23493at7157,1.0
sco_23506at7157_Anopheles_albimanus,sco23506at7157,1.0
sco_2350at7157_Anopheles_albimanus,sco2350at7157,1.0
sco_2352at7157_Anopheles_albimanus,sco2352at7157,1.0
sco_23534at7157_Anopheles_albimanus,sco23534at7157,1.0
sco_23541at7157_Anopheles_albimanus,sco23541at7157,1.0
sco_23545at7157_Anopheles_albimanus,sco23545at7157,1.0
sco_23547at7157_Anopheles_albimanus,sco23547at7157,1.0
sco_23553at7157_Anopheles_albimanus,sco23553at7157,1.0
sco_23554at7157_Anopheles_albimanus,sco23554at7157,1.0
sco_23561at7157_Anopheles_albimanus,sco23561at7157,1.0
sco_23570at7157_Anopheles_albimanus,sco23570at7157,1.0
sco_23573at7157_Anopheles_albimanus,sco23573at7157,1.0
sco_23579at7157_Anopheles_albimanus,sco23579at7157,1.0
sco_23589at7157_Anopheles_albimanus,sco23589at7157,1.0
sco_23599at7157_Anopheles_albimanus,sco23599at7157,1.0
sco_23605at7157_Anopheles_albimanus,sco23605at7157,1.0
sco_23608at7157_Anopheles_albimanus,sco23608at7157,1.0
sco_23641at7157_Anopheles_albimanus,sco23641at7157,1.0
sco_23651at7157_Anopheles_albimanus,sco23651at7157,1.0
sco_23652at7157_Anopheles_albimanus,sco23652at7157,1.0
sco_23660at7157_Anopheles_albimanus,sco23660at7157,1.0
sco_23670at7157_Anopheles_albimanus,sco23670at7157,1.0
sco_23673at7157_Anopheles_albimanus,sco23673at7157,1.0
sco_23679at7157_Anopheles_albimanus,sco23679at7157,1.0
sco_23684at7157_Anopheles_albimanus,sco23684at7157,1.0
sco_23685at7157_Anopheles_albimanus,sco23685at7157,1.0
sco_23722at7157_Anopheles_albimanus,sco23722at7157,1.0
sco_23728at7157_Anopheles_albimanus,sco23728at7157,1.0
sco_23730at7157_Anopheles_albimanus,sco23730at7157,1.0
sco_23735at7157_Anopheles_albimanus,sco23735at7157,1.0
sco_23736at7157_Anopheles_albimanus,sco23736at7157,1.0
sco_23738at7157_Anopheles_albimanus,sco23738at7157,1.0
sco_23753at7157_Anopheles_albimanus,sco23753at7157,1.0
sco_23775at7157_Anopheles_albimanus,sco23775at7157,1.0
sco_23782at7157_Anopheles_albimanus,sco23782at7157,1.0
sco_23787at7157_Anopheles_albimanus,sco23787at7157,1.0
sco_23810at7157_Anopheles_albimanus,sco23810at7157,1.0
sco_23812at7157_Anopheles_albimanus,sco23812at7157,1.0
sco_23818at7157_Anopheles_albimanus,sco23818at7157,1.0
sco_2382at7157_Anopheles_albimanus,sco2382at7157,1.0
sco_23837at7157_Anopheles_albimanus,sco23837at7157,1.0
sco_23839at7157_Anopheles_albimanus,sco23839at7157,1.0
sco_23841at7157_Anopheles_albimanus,sco18618at7157,1.0
sco_23842at7157_Anopheles_albimanus,sco23842at7157,1.0
sco_23845at7157_Anopheles_albimanus,sco23845at7157,1.0
sco_23850at7157_Anopheles_albimanus,sco23850at7157,1.0
sco_23853at7157_Anopheles_albimanus,sco23853at7157,1.0
sco_23855at7157_Anopheles_albimanus,sco23855at7157,1.0
sco_23871at7157_Anopheles_albimanus,sco23871at7157,1.0
sco_23873at7157_Anopheles_albimanus,sco23873at7157,1.0
sco_23885at7157_Anopheles_albimanus,sco23885at7157,1.0
sco_23892at7157_Anopheles_albimanus,sco23892at7157,1.0
sco_23893at7157_Anopheles_albimanus,sco23893at7157,1.0
sco_23898at7157_Anopheles_albimanus,sco23898at7157,1.0
sco_23905at7157_Anopheles_albimanus,sco23905at7157,1.0
sco_23910at7157_Anopheles_albimanus,sco23910at7157,1.0
sco_23913at7157_Anopheles_albimanus,sco23913at7157,1.0
sco_23922at7157_Anopheles_albimanus,sco23922at7157,1.0
sco_23928at7157_Anopheles_albimanus,sco23928at7157,1.0
sco_23936at7157_Anopheles_albimanus,sco23936at7157,1.0
sco_23954at7157_Anopheles_albimanus,sco23954at7157,1.0
sco_23955at7157_Anopheles_albimanus,sco23955at7157,1.0
sco_23960at7157_Anopheles_albimanus,sco23960at7157,1.0
sco_23964at7157_Anopheles_albimanus,sco23964at7157,1.0
sco_23974at7157_Anopheles_albimanus,sco23974at7157,1.0
sco_23987at7157_Anopheles_albimanus,sco23987at7157,1.0
sco_23991at7157_Anopheles_albimanus,sco23991at7157,1.0
sco_23999at7157_Anopheles_albimanus,sco23999at7157,1.0
sco_24005at7157_Anopheles_albimanus,sco24005at7157,1.0
sco_24008at7157_Anopheles_albimanus,sco24008at7157,1.0
sco_2400at7157_Anopheles_albimanus,sco2400at7157,1.0
sco_24012at7157_Anopheles_albimanus,sco24012at7157,1.0
sco_24021at7157_Anopheles_albimanus,sco24021at7157,1.0
sco_24024at7157_Anopheles_albimanus,sco24024at7157,1.0
sco_24025at7157_Anopheles_albimanus,sco24025at7157,1.0
sco_24028at7157_Anopheles_albimanus,sco24028at7157,1.0
sco_24032at7157_Anopheles_albimanus,sco24032at7157,1.0
sco_24037at7157_Anopheles_albimanus,sco24037at7157,1.0
sco_2403at7157_Anopheles_albimanus,sco2403at7157,1.0
sco_24056at7157_Anopheles_albimanus,sco24056at7157,1.0
sco_2406at7157_Anopheles_albimanus,sco2406at7157,1.0
sco_24072at7157_Anopheles_albimanus,sco24072at7157,1.0
sco_24089at7157_Anopheles_albimanus,sco24089at7157,1.0
sco_24092at7157_Anopheles_albimanus,sco24092at7157,1.0
sco_24093at7157_Anopheles_albimanus,sco24093at7157,1.0
sco_24094at7157_Anopheles_albimanus,sco24094at7157,1.0
sco_24117at7157_Anopheles_albimanus,sco24117at7157,1.0
sco_24119at7157_Anopheles_albimanus,sco24119at7157,1.0
sco_24153at7157_Anopheles_albimanus,sco24153at7157,1.0
sco_24172at7157_Anopheles_albimanus,sco24172at7157,1.0
sco_24173at7157_Anopheles_albimanus,sco24173at7157,1.0
sco_24179at7157_Anopheles_albimanus,sco24179at7157,1.0
sco_24184at7157_Anopheles_albimanus,sco24184at7157,1.0
sco_24192at7157_Anopheles_albimanus,sco24192at7157,1.0
sco_24193at7157_Anopheles_albimanus,sco24193at7157,1.0
sco_24199at7157_Anopheles_albimanus,sco24199at7157,1.0
sco_2419at7157_Anopheles_albimanus,sco2419at7157,1.0
sco_24236at7157_Anopheles_albimanus,sco24236at7157,1.0
sco_24237at7157_Anopheles_albimanus,sco24237at7157,1.0
sco_24240at7157_Anopheles_albimanus,sco24240at7157,1.0
sco_24244at7157_Anopheles_albimanus,sco24244at7157,1.0
sco_24246at7157_Anopheles_albimanus,sco24246at7157,1.0
sco_24248at7157_Anopheles_albimanus,sco24248at7157,1.0
sco_24249at7157_Anopheles_albimanus,sco24249at7157,1.0
sco_24253at7157_Anopheles_albimanus,sco24253at7157,1.0
sco_24261at7157_Anopheles_albimanus,sco24261at7157,1.0
sco_24269at7157_Anopheles_albimanus,sco24269at7157,1.0
sco_24271at7157_Anopheles_albimanus,sco24271at7157,1.0
sco_24276at7157_Anopheles_albimanus,sco24276at7157,1.0
sco_24285at7157_Anopheles_albimanus,sco24285at7157,1.0
sco_24286at7157_Anopheles_albimanus,sco24286at7157,1.0
sco_24307at7157_Anopheles_albimanus,sco24307at7157,1.0
sco_2430at7157_Anopheles_albimanus,sco2430at7157,1.0
sco_24317at7157_Anopheles_albimanus,sco24317at7157,1.0
sco_24333at7157_Anopheles_albimanus,sco24333at7157,1.0
sco_24341at7157_Anopheles_albimanus,sco24341at7157,1.0
sco_24349at7157_Anopheles_albimanus,sco24349at7157,1.0
sco_24355at7157_Anopheles_albimanus,sco24355at7157,1.0
sco_24356at7157_Anopheles_albimanus,sco24356at7157,1.0
sco_24363at7157_Anopheles_albimanus,sco24363at7157,1.0
sco_24365at7157_Anopheles_albimanus,sco24365at7157,1.0
sco_24378at7157_Anopheles_albimanus,sco24378at7157,1.0
sco_24390at7157_Anopheles_albimanus,sco24390at7157,1.0
sco_24395at7157_Anopheles_albimanus,sco24395at7157,1.0
sco_24403at7157_Anopheles_albimanus,sco24403at7157,1.0
sco_24408at7157_Anopheles_albimanus,sco24408at7157,1.0
sco_2440at7157_Anopheles_albimanus,sco2440at7157,1.0
sco_24414at7157_Anopheles_albimanus,sco24414at7157,1.0
sco_24417at7157_Anopheles_albimanus,sco24417at7157,1.0
sco_24418at7157_Anopheles_albimanus,sco24418at7157,1.0
sco_24420at7157_Anopheles_albimanus,sco24420at7157,1.0
sco_24425at7157_Anopheles_albimanus,sco24425at7157,1.0
sco_24433at7157_Anopheles_albimanus,sco24433at7157,1.0
sco_24465at7157_Anopheles_albimanus,sco24465at7157,1.0
sco_24466at7157_Anopheles_albimanus,sco24466at7157,1.0
sco_24468at7157_Anopheles_albimanus,sco24468at7157,1.0
sco_24474at7157_Anopheles_albimanus,sco24474at7157,1.0
sco_24480at7157_Anopheles_albimanus,sco24480at7157,1.0
sco_24481at7157_Anopheles_albimanus,sco24481at7157,1.0
sco_2449at7157_Anopheles_albimanus,sco2449at7157,1.0
sco_24500at7157_Anopheles_albimanus,sco24500at7157,1.0
sco_24503at7157_Anopheles_albimanus,sco24503at7157,1.0
sco_24505at7157_Anopheles_albimanus,sco24505at7157,1.0
sco_24506at7157_Anopheles_albimanus,sco24506at7157,1.0
sco_24508at7157_Anopheles_albimanus,sco24508at7157,1.0
sco_24522at7157_Anopheles_albimanus,sco24522at7157,1.0
sco_24524at7157_Anopheles_albimanus,sco24524at7157,1.0
sco_24529at7157_Anopheles_albimanus,sco24529at7157,1.0
sco_24535at7157_Anopheles_albimanus,sco24535at7157,1.0
sco_24540at7157_Anopheles_albimanus,sco24540at7157,1.0
sco_24572at7157_Anopheles_albimanus,sco24572at7157,1.0
sco_24579at7157_Anopheles_albimanus,sco24579at7157,1.0
sco_24583at7157_Anopheles_albimanus,sco24583at7157,1.0
sco_24586at7157_Anopheles_albimanus,sco24586at7157,1.0
sco_24593at7157_Anopheles_albimanus,sco24593at7157,1.0
sco_24594at7157_Anopheles_albimanus,sco24594at7157,1.0
sco_24605at7157_Anopheles_albimanus,sco24605at7157,1.0
sco_24610at7157_Anopheles_albimanus,sco24610at7157,1.0
